pagamentoid,ano,mes,dia,periodo,datavencimento,datapagamento,contaid,conta,tipo,tipopagamento,valor,Pago
3056,2009,5,30,2009-05,2009-05-30,2009-05-30,76,conta-76,Fornecedor,Dinheiro,11.69,Pago
3060,2009,6,2,2009-06,2009-06-02,2009-06-02,132,conta-132,Fornecedor,Boleto,633.45,Pago
90,2007,4,30,2007-04,2007-04-30,2007-04-30,33,conta-33,Fornecedor,Dinheiro,118.00,Falta Pagar
91,2007,4,30,2007-04,2007-04-30,2007-04-30,20,conta-20,Divida,Boleto,207.75,Pago
92,2007,4,30,2007-04,2007-04-30,2007-04-30,52,conta-52,Fornecedor,Dinheiro,194.10,Falta Pagar
99,2007,1,1,2007-01,2007-01-01,2007-01-01,27,conta-27,Fornecedor,Dinheiro,219.21,Falta Pagar
100,2007,1,1,2007-01,2007-01-01,2007-01-01,28,conta-28,Fornecedor,Dinheiro,252.00,Falta Pagar
101,2007,1,1,2007-01,2007-01-01,2007-01-01,22,conta-22,Fornecedor,Dinheiro,142.75,Falta Pagar
102,2007,1,2,2007-01,2007-01-02,2007-01-02,49,conta-49,Fornecedor,Dinheiro,305.85,Falta Pagar
103,2007,1,2,2007-01,2007-01-02,2007-01-02,22,conta-22,Fornecedor,Dinheiro,142.75,Falta Pagar
105,2007,1,4,2007-01,2007-01-04,2007-01-04,32,conta-32,Fornecedor,Dinheiro,77.55,Falta Pagar
106,2007,1,4,2007-01,2007-01-04,2007-01-04,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
107,2007,1,5,2007-01,2007-01-05,2007-01-05,22,conta-22,Fornecedor,Dinheiro,142.75,Falta Pagar
108,2007,1,5,2007-01,2007-01-05,2007-01-05,22,conta-22,Fornecedor,Dinheiro,142.73,Falta Pagar
109,2007,1,6,2007-01,2007-01-06,2007-01-06,24,conta-24,Fornecedor,Dinheiro,93.90,Falta Pagar
110,2007,1,7,2007-01,2007-01-07,2007-01-07,42,conta-42,Fornecedor,Dinheiro,130.00,Falta Pagar
111,2007,1,7,2007-01,2007-01-07,2007-01-07,33,conta-33,Fornecedor,Dinheiro,135.00,Falta Pagar
113,2007,1,7,2007-01,2007-01-07,2007-01-07,22,conta-22,Fornecedor,Dinheiro,142.73,Falta Pagar
114,2007,1,8,2007-01,2007-01-08,2007-01-08,42,conta-42,Fornecedor,Dinheiro,143.00,Falta Pagar
115,2007,1,8,2007-01,2007-01-08,2007-01-08,40,conta-40,Fornecedor,Dinheiro,116.15,Falta Pagar
116,2007,1,8,2007-01,2007-01-08,2007-01-08,29,conta-29,Fornecedor,Dinheiro,276.80,Falta Pagar
117,2007,1,9,2007-01,2007-01-09,2007-01-09,35,conta-35,Fornecedor,Dinheiro,170.13,Falta Pagar
118,2007,1,9,2007-01,2007-01-09,2007-01-09,54,conta-54,Fornecedor,Dinheiro,195.00,Falta Pagar
120,2007,1,10,2007-01,2007-01-10,2007-01-10,39,conta-39,Fornecedor,Dinheiro,121.65,Falta Pagar
122,2007,1,10,2007-01,2007-01-10,2007-01-10,22,conta-22,Fornecedor,Dinheiro,142.75,Falta Pagar
123,2007,1,11,2007-01,2007-01-11,2007-01-11,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
124,2007,1,11,2007-01,2007-01-11,2007-01-11,55,conta-55,Fornecedor,Dinheiro,280.00,Falta Pagar
125,2007,1,11,2007-01,2007-01-11,2007-01-11,56,conta-56,Fornecedor,Dinheiro,71.49,Falta Pagar
126,2007,1,12,2007-01,2007-01-12,2007-01-12,33,conta-33,Fornecedor,Dinheiro,132.50,Falta Pagar
127,2007,1,12,2007-01,2007-01-12,2007-01-12,49,conta-49,Fornecedor,Dinheiro,314.85,Falta Pagar
128,2007,1,12,2007-01,2007-01-12,2007-01-12,35,conta-35,Fornecedor,Dinheiro,153.63,Falta Pagar
130,2007,1,12,2007-01,2007-01-12,2007-01-12,22,conta-22,Fornecedor,Dinheiro,142.73,Falta Pagar
131,2007,1,13,2007-01,2007-01-13,2007-01-13,33,conta-33,Fornecedor,Dinheiro,140.00,Falta Pagar
132,2007,1,13,2007-01,2007-01-13,2007-01-13,24,conta-24,Fornecedor,Dinheiro,93.90,Falta Pagar
133,2007,1,13,2007-01,2007-01-13,2007-01-13,27,conta-27,Fornecedor,Dinheiro,221.56,Falta Pagar
134,2007,1,13,2007-01,2007-01-13,2007-01-13,22,conta-22,Fornecedor,Dinheiro,142.59,Falta Pagar
135,2007,1,13,2007-01,2007-01-13,2007-01-13,22,conta-22,Fornecedor,Dinheiro,142.59,Falta Pagar
136,2007,1,14,2007-01,2007-01-14,2007-01-14,35,conta-35,Fornecedor,Dinheiro,112.00,Falta Pagar
138,2007,1,14,2007-01,2007-01-14,2007-01-14,6,conta-6,Despesa,Dinheiro,46.08,Falta Pagar
139,2007,1,14,2007-01,2007-01-14,2007-01-14,7,conta-7,Despesa,Dinheiro,135.54,Falta Pagar
140,2007,4,9,2007-04,2007-04-09,2007-04-09,35,conta-35,Fornecedor,Dinheiro,115.40,Falta Pagar
141,2007,4,9,2007-04,2007-04-09,2007-04-09,51,conta-51,Fornecedor,Dinheiro,221.34,Falta Pagar
143,2007,1,15,2007-01,2007-01-15,2007-01-15,58,conta-58,Fornecedor,Dinheiro,149.10,Falta Pagar
144,2007,1,15,2007-01,2007-01-15,2007-01-15,33,conta-33,Fornecedor,Dinheiro,135.00,Falta Pagar
145,2007,1,15,2007-01,2007-01-15,2007-01-15,40,conta-40,Fornecedor,Dinheiro,149.10,Falta Pagar
150,2007,1,16,2007-01,2007-01-16,2007-01-16,27,conta-27,Fornecedor,Dinheiro,219.08,Falta Pagar
151,2007,1,16,2007-01,2007-01-16,2007-01-16,22,conta-22,Fornecedor,Dinheiro,110.00,Falta Pagar
152,2007,1,16,2007-01,2007-01-16,2007-01-16,22,conta-22,Fornecedor,Dinheiro,142.59,Falta Pagar
153,2007,1,17,2007-01,2007-01-17,2007-01-17,22,conta-22,Fornecedor,Dinheiro,142.75,Falta Pagar
154,2007,1,18,2007-01,2007-01-18,2007-01-18,55,conta-55,Fornecedor,Dinheiro,201.48,Falta Pagar
155,2007,1,18,2007-01,2007-01-18,2007-01-18,33,conta-33,Fornecedor,Dinheiro,100.00,Falta Pagar
156,2007,1,18,2007-01,2007-01-18,2007-01-18,22,conta-22,Fornecedor,Dinheiro,142.59,Falta Pagar
157,2007,1,18,2007-01,2007-01-18,2007-01-18,22,conta-22,Fornecedor,Dinheiro,142.59,Falta Pagar
158,2007,1,19,2007-01,2007-01-19,2007-01-19,48,conta-48,Fornecedor,Dinheiro,25.00,Falta Pagar
159,2007,1,20,2007-01,2007-01-20,2007-01-20,59,conta-59,Fornecedor,Dinheiro,145.81,Falta Pagar
160,2007,1,20,2007-01,2007-01-20,2007-01-20,27,conta-27,Fornecedor,Dinheiro,202.46,Falta Pagar
161,2007,1,20,2007-01,2007-01-20,2007-01-20,22,conta-22,Fornecedor,Dinheiro,142.59,Falta Pagar
162,2007,1,21,2007-01,2007-01-21,2007-01-21,32,conta-32,Fornecedor,Dinheiro,169.30,Falta Pagar
163,2007,1,21,2007-01,2007-01-21,2007-01-21,33,conta-33,Fornecedor,Dinheiro,124.00,Falta Pagar
164,2007,1,21,2007-01,2007-01-21,2007-01-21,35,conta-35,Fornecedor,Dinheiro,134.08,Falta Pagar
165,2007,1,21,2007-01,2007-01-21,2007-01-21,22,conta-22,Fornecedor,Dinheiro,142.59,Falta Pagar
166,2007,1,22,2007-01,2007-01-22,2007-01-22,32,conta-32,Fornecedor,Dinheiro,114.00,Falta Pagar
167,2007,1,22,2007-01,2007-01-22,2007-01-22,22,conta-22,Fornecedor,Dinheiro,95.13,Falta Pagar
169,2007,1,22,2007-01,2007-01-22,2007-01-22,22,conta-22,Fornecedor,Dinheiro,142.59,Falta Pagar
172,2007,1,23,2007-01,2007-01-23,2007-01-23,22,conta-22,Fornecedor,Dinheiro,142.59,Falta Pagar
173,2007,1,23,2007-01,2007-01-23,2007-01-23,22,conta-22,Fornecedor,Dinheiro,142.59,Falta Pagar
174,2007,1,24,2007-01,2007-01-24,2007-01-24,39,conta-39,Fornecedor,Dinheiro,138.00,Falta Pagar
175,2007,1,24,2007-01,2007-01-24,2007-01-24,13,conta-13,Despesa,Dinheiro,70.45,Falta Pagar
176,2007,1,24,2007-01,2007-01-24,2007-01-24,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
177,2007,1,25,2007-01,2007-01-25,2007-01-25,40,conta-40,Fornecedor,Dinheiro,116.15,Falta Pagar
178,2007,1,25,2007-01,2007-01-25,2007-01-25,22,conta-22,Fornecedor,Dinheiro,142.59,Falta Pagar
270,2007,2,26,2007-02,2007-02-26,2007-02-26,24,conta-24,Fornecedor,Dinheiro,143.01,Falta Pagar
271,2007,2,27,2007-02,2007-02-27,2007-02-27,22,conta-22,Fornecedor,Dinheiro,134.79,Falta Pagar
272,2007,2,27,2007-02,2007-02-27,2007-02-27,23,conta-23,Fornecedor,Dinheiro,7.90,Falta Pagar
273,2007,2,27,2007-02,2007-02-27,2007-02-27,25,conta-25,Despesa,Dinheiro,130.00,Falta Pagar
276,2007,2,28,2007-02,2007-02-28,2007-02-28,35,conta-35,Fornecedor,Dinheiro,112.00,Falta Pagar
278,2007,2,28,2007-02,2007-02-28,2007-02-28,25,conta-25,Despesa,Dinheiro,130.00,Falta Pagar
279,2007,2,28,2007-02,2007-02-28,2007-02-28,20,conta-20,Divida,Boleto,205.59,Pago
280,2007,3,1,2007-03,2007-03-01,2007-03-01,62,conta-62,Fornecedor,Dinheiro,214.92,Falta Pagar
281,2007,3,1,2007-03,2007-03-01,2007-03-01,24,conta-24,Fornecedor,Dinheiro,143.01,Falta Pagar
282,2007,3,1,2007-03,2007-03-01,2007-03-01,32,conta-32,Fornecedor,Dinheiro,110.00,Falta Pagar
283,2007,3,1,2007-03,2007-03-01,2007-03-01,22,conta-22,Fornecedor,Dinheiro,134.75,Falta Pagar
284,2007,3,1,2007-03,2007-03-01,2007-03-01,23,conta-23,Fornecedor,Dinheiro,7.91,Falta Pagar
286,2007,3,2,2007-03,2007-03-02,2007-03-02,32,conta-32,Fornecedor,Dinheiro,140.00,Falta Pagar
287,2007,3,2,2007-03,2007-03-02,2007-03-02,24,conta-24,Fornecedor,Dinheiro,98.37,Falta Pagar
288,2007,3,2,2007-03,2007-03-02,2007-03-02,23,conta-23,Fornecedor,Dinheiro,7.90,Falta Pagar
289,2007,3,2,2007-03,2007-03-02,2007-03-02,22,conta-22,Fornecedor,Dinheiro,134.79,Falta Pagar
290,2007,3,2,2007-03,2007-03-02,2007-03-02,63,conta-63,Fornecedor,Dinheiro,139.54,Falta Pagar
291,2007,3,5,2007-03,2007-03-05,2007-03-05,32,conta-32,Fornecedor,Dinheiro,109.05,Falta Pagar
292,2007,3,5,2007-03,2007-03-05,2007-03-05,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
293,2007,3,5,2007-03,2007-03-05,2007-03-05,22,conta-22,Fornecedor,Dinheiro,134.75,Falta Pagar
294,2007,3,5,2007-03,2007-03-05,2007-03-05,23,conta-23,Fornecedor,Dinheiro,7.91,Falta Pagar
295,2007,3,5,2007-03,2007-03-05,2007-03-05,23,conta-23,Fornecedor,Dinheiro,11.86,Falta Pagar
296,2007,3,5,2007-03,2007-03-05,2007-03-05,22,conta-22,Fornecedor,Dinheiro,202.15,Falta Pagar
297,2007,3,6,2007-03,2007-03-06,2007-03-06,40,conta-40,Fornecedor,Dinheiro,122.10,Falta Pagar
299,2007,3,6,2007-03,2007-03-06,2007-03-06,22,conta-22,Fornecedor,Dinheiro,134.79,Falta Pagar
300,2007,3,6,2007-03,2007-03-06,2007-03-06,23,conta-23,Fornecedor,Dinheiro,7.90,Falta Pagar
303,2007,3,7,2007-03,2007-03-07,2007-03-07,33,conta-33,Fornecedor,Dinheiro,100.00,Falta Pagar
304,2007,3,8,2007-03,2007-03-08,2007-03-08,49,conta-49,Fornecedor,Dinheiro,292.66,Falta Pagar
305,2007,3,8,2007-03,2007-03-08,2007-03-08,22,conta-22,Fornecedor,Dinheiro,134.75,Falta Pagar
306,2007,3,9,2007-03,2007-03-09,2007-03-09,24,conta-24,Fornecedor,Dinheiro,98.36,Falta Pagar
308,2007,3,10,2007-03,2007-03-10,2007-03-10,54,conta-54,Fornecedor,Dinheiro,207.60,Falta Pagar
309,2007,3,10,2007-03,2007-03-10,2007-03-10,35,conta-35,Fornecedor,Dinheiro,115.40,Falta Pagar
310,2007,3,10,2007-03,2007-03-10,2007-03-10,22,conta-22,Fornecedor,Dinheiro,134.75,Falta Pagar
311,2007,3,10,2007-03,2007-03-10,2007-03-10,23,conta-23,Fornecedor,Dinheiro,7.91,Falta Pagar
313,2007,3,12,2007-03,2007-03-12,2007-03-12,55,conta-55,Fornecedor,Dinheiro,235.51,Falta Pagar
314,2007,3,12,2007-03,2007-03-12,2007-03-12,64,conta-64,Fornecedor,Dinheiro,626.30,Falta Pagar
315,2007,3,12,2007-03,2007-03-12,2007-03-12,29,conta-29,Fornecedor,Dinheiro,260.23,Falta Pagar
316,2007,3,12,2007-03,2007-03-12,2007-03-12,31,conta-31,Fornecedor,Dinheiro,18.97,Falta Pagar
317,2007,3,12,2007-03,2007-03-12,2007-03-12,32,conta-32,Fornecedor,Dinheiro,100.00,Falta Pagar
319,2007,3,12,2007-03,2007-03-12,2007-03-12,22,conta-22,Fornecedor,Dinheiro,202.14,Falta Pagar
320,2007,3,12,2007-03,2007-03-12,2007-03-12,23,conta-23,Fornecedor,Dinheiro,11.86,Falta Pagar
321,2007,3,13,2007-03,2007-03-13,2007-03-13,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
322,2007,3,13,2007-03,2007-03-13,2007-03-13,39,conta-39,Fornecedor,Dinheiro,100.00,Falta Pagar
323,2007,3,13,2007-03,2007-03-13,2007-03-13,33,conta-33,Fornecedor,Dinheiro,112.00,Falta Pagar
324,2007,3,14,2007-03,2007-03-14,2007-03-14,65,conta-65,Fornecedor,Dinheiro,159.53,Falta Pagar
325,2007,3,14,2007-03,2007-03-14,2007-03-14,6,conta-6,Despesa,Dinheiro,116.00,Falta Pagar
326,2007,3,14,2007-03,2007-03-14,2007-03-14,7,conta-7,Despesa,Dinheiro,57.45,Falta Pagar
327,2007,3,14,2007-03,2007-03-14,2007-03-14,22,conta-22,Fornecedor,Dinheiro,202.15,Falta Pagar
328,2007,3,14,2007-03,2007-03-14,2007-03-14,23,conta-23,Fornecedor,Dinheiro,11.86,Falta Pagar
330,2007,3,15,2007-03,2007-03-15,2007-03-15,32,conta-32,Fornecedor,Dinheiro,120.00,Falta Pagar
331,2007,3,15,2007-03,2007-03-15,2007-03-15,33,conta-33,Fornecedor,Dinheiro,87.00,Falta Pagar
332,2007,3,15,2007-03,2007-03-15,2007-03-15,32,conta-32,Fornecedor,Dinheiro,110.00,Falta Pagar
333,2007,3,15,2007-03,2007-03-15,2007-03-15,42,conta-42,Fornecedor,Dinheiro,123.00,Falta Pagar
334,2007,3,15,2007-03,2007-03-15,2007-03-15,22,conta-22,Fornecedor,Dinheiro,134.79,Falta Pagar
335,2007,3,15,2007-03,2007-03-15,2007-03-15,23,conta-23,Fornecedor,Dinheiro,7.90,Falta Pagar
339,2007,3,16,2007-03,2007-03-16,2007-03-16,33,conta-33,Fornecedor,Dinheiro,150.00,Falta Pagar
340,2007,3,16,2007-03,2007-03-16,2007-03-16,62,conta-62,Fornecedor,Dinheiro,214.92,Falta Pagar
341,2007,3,16,2007-03,2007-03-16,2007-03-16,38,conta-38,Fornecedor,Dinheiro,148.76,Falta Pagar
342,2007,3,17,2007-03,2007-03-17,2007-03-17,22,conta-22,Fornecedor,Dinheiro,202.15,Falta Pagar
343,2007,3,17,2007-03,2007-03-17,2007-03-17,23,conta-23,Fornecedor,Dinheiro,11.86,Falta Pagar
344,2007,3,18,2007-03,2007-03-18,2007-03-18,35,conta-35,Fornecedor,Dinheiro,152.94,Falta Pagar
346,2007,3,19,2007-03,2007-03-19,2007-03-19,48,conta-48,Fornecedor,Dinheiro,25.00,Falta Pagar
348,2007,3,21,2007-03,2007-03-21,2007-03-21,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
349,2007,3,21,2007-03,2007-03-21,2007-03-21,32,conta-32,Fornecedor,Dinheiro,175.81,Falta Pagar
350,2007,3,21,2007-03,2007-03-21,2007-03-21,22,conta-22,Fornecedor,Dinheiro,202.14,Falta Pagar
351,2007,3,21,2007-03,2007-03-21,2007-03-21,23,conta-23,Fornecedor,Dinheiro,11.86,Falta Pagar
352,2007,3,21,2007-03,2007-03-21,2007-03-21,26,conta-26,Despesa,Dinheiro,94.51,Falta Pagar
353,2007,3,22,2007-03,2007-03-22,2007-03-22,33,conta-33,Fornecedor,Dinheiro,100.00,Falta Pagar
356,2007,3,24,2007-03,2007-03-24,2007-03-24,22,conta-22,Fornecedor,Dinheiro,202.14,Falta Pagar
357,2007,3,24,2007-03,2007-03-24,2007-03-24,23,conta-23,Fornecedor,Dinheiro,11.86,Falta Pagar
358,2007,3,25,2007-03,2007-03-25,2007-03-25,33,conta-33,Fornecedor,Dinheiro,112.00,Falta Pagar
359,2007,3,25,2007-03,2007-03-25,2007-03-25,35,conta-35,Fornecedor,Dinheiro,115.40,Falta Pagar
452,2007,5,17,2007-05,2007-05-17,2007-05-17,22,conta-22,Fornecedor,Dinheiro,7.91,Falta Pagar
453,2007,5,17,2007-05,2007-05-17,2007-05-17,22,conta-22,Fornecedor,Dinheiro,133.42,Falta Pagar
454,2007,5,18,2007-05,2007-05-18,2007-05-18,32,conta-32,Fornecedor,Dinheiro,120.00,Falta Pagar
455,2007,5,18,2007-05,2007-05-18,2007-05-18,54,conta-54,Fornecedor,Dinheiro,124.35,Falta Pagar
458,2007,5,19,2007-05,2007-05-19,2007-05-19,48,conta-48,Fornecedor,Dinheiro,25.00,Falta Pagar
459,2007,5,20,2007-05,2007-05-20,2007-05-20,32,conta-32,Fornecedor,Dinheiro,128.00,Falta Pagar
460,2007,5,20,2007-05,2007-05-20,2007-05-20,22,conta-22,Fornecedor,Dinheiro,133.42,Falta Pagar
461,2007,5,20,2007-05,2007-05-20,2007-05-20,23,conta-23,Fornecedor,Dinheiro,7.91,Falta Pagar
462,2007,5,21,2007-05,2007-05-21,2007-05-21,64,conta-64,Fornecedor,Dinheiro,604.46,Falta Pagar
463,2007,5,21,2007-05,2007-05-21,2007-05-21,26,conta-26,Despesa,Dinheiro,94.51,Falta Pagar
464,2007,5,21,2007-05,2007-05-21,2007-05-21,33,conta-33,Fornecedor,Dinheiro,135.00,Falta Pagar
466,2007,5,22,2007-05,2007-05-22,2007-05-22,63,conta-63,Fornecedor,Dinheiro,134.22,Falta Pagar
467,2007,5,22,2007-05,2007-05-22,2007-05-22,22,conta-22,Fornecedor,Dinheiro,133.45,Falta Pagar
468,2007,5,22,2007-05,2007-05-22,2007-05-22,23,conta-23,Fornecedor,Dinheiro,7.90,Falta Pagar
469,2007,5,23,2007-05,2007-05-23,2007-05-23,35,conta-35,Fornecedor,Dinheiro,137.14,Falta Pagar
470,2007,5,23,2007-05,2007-05-23,2007-05-23,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
471,2007,5,24,2007-05,2007-05-24,2007-05-24,32,conta-32,Fornecedor,Dinheiro,130.00,Falta Pagar
472,2007,5,25,2007-05,2007-05-25,2007-05-25,22,conta-22,Fornecedor,Dinheiro,133.45,Falta Pagar
473,2007,5,25,2007-05,2007-05-25,2007-05-25,23,conta-23,Fornecedor,Dinheiro,7.90,Falta Pagar
474,2007,5,25,2007-05,2007-05-25,2007-05-25,13,conta-13,Despesa,Dinheiro,70.45,Falta Pagar
477,2007,5,16,2007-05,2007-05-16,2007-05-16,42,conta-42,Fornecedor,Dinheiro,131.42,Falta Pagar
478,2007,5,16,2007-05,2007-05-16,2007-05-16,24,conta-24,Fornecedor,Dinheiro,92.15,Falta Pagar
479,2007,5,16,2007-05,2007-05-16,2007-05-16,32,conta-32,Fornecedor,Dinheiro,78.80,Falta Pagar
480,2007,5,16,2007-05,2007-05-16,2007-05-16,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
481,2007,5,26,2007-05,2007-05-26,2007-05-26,33,conta-33,Fornecedor,Dinheiro,120.00,Falta Pagar
482,2007,5,26,2007-05,2007-05-26,2007-05-26,67,conta-67,Fornecedor,Dinheiro,88.00,Falta Pagar
483,2007,5,27,2007-05,2007-05-27,2007-05-27,32,conta-32,Fornecedor,Dinheiro,132.50,Falta Pagar
484,2007,5,28,2007-05,2007-05-28,2007-05-28,33,conta-33,Fornecedor,Dinheiro,143.16,Falta Pagar
485,2007,5,29,2007-05,2007-05-29,2007-05-29,35,conta-35,Fornecedor,Dinheiro,167.65,Falta Pagar
486,2007,5,29,2007-05,2007-05-29,2007-05-29,25,conta-25,Despesa,Dinheiro,65.00,Falta Pagar
489,2007,5,30,2007-05,2007-05-30,2007-05-30,42,conta-42,Fornecedor,Dinheiro,100.00,Falta Pagar
491,2007,5,31,2007-05,2007-05-31,2007-05-31,33,conta-33,Fornecedor,Dinheiro,118.00,Falta Pagar
492,2007,5,31,2007-05,2007-05-31,2007-05-31,20,conta-20,Divida,Boleto,208.84,Pago
495,2007,6,2,2007-06,2007-06-02,2007-06-02,32,conta-32,Fornecedor,Dinheiro,145.00,Falta Pagar
496,2007,6,2,2007-06,2007-06-02,2007-06-02,31,conta-31,Fornecedor,Dinheiro,23.72,Falta Pagar
497,2007,6,2,2007-06,2007-06-02,2007-06-02,29,conta-29,Fornecedor,Dinheiro,400.29,Falta Pagar
498,2007,6,2,2007-06,2007-06-02,2007-06-02,22,conta-22,Fornecedor,Dinheiro,133.42,Falta Pagar
499,2007,6,2,2007-06,2007-06-02,2007-06-02,23,conta-23,Fornecedor,Dinheiro,7.91,Falta Pagar
500,2007,6,4,2007-06,2007-06-04,2007-06-04,39,conta-39,Fornecedor,Dinheiro,106.00,Falta Pagar
502,2007,6,5,2007-06,2007-06-05,2007-06-05,63,conta-63,Fornecedor,Dinheiro,134.22,Falta Pagar
503,2007,6,6,2007-06,2007-06-06,2007-06-06,27,conta-27,Fornecedor,Dinheiro,235.68,Falta Pagar
508,2007,6,7,2007-06,2007-06-07,2007-06-07,27,conta-27,Fornecedor,Dinheiro,137.14,Falta Pagar
510,2007,6,7,2007-06,2007-06-07,2007-06-07,22,conta-22,Fornecedor,Dinheiro,133.42,Falta Pagar
511,2007,6,7,2007-06,2007-06-07,2007-06-07,23,conta-23,Fornecedor,Dinheiro,7.91,Falta Pagar
512,2007,6,7,2007-06,2007-06-07,2007-06-07,23,conta-23,Fornecedor,Dinheiro,7.91,Falta Pagar
513,2007,6,7,2007-06,2007-06-07,2007-06-07,22,conta-22,Fornecedor,Dinheiro,133.42,Falta Pagar
514,2007,6,8,2007-06,2007-06-08,2007-06-08,32,conta-32,Fornecedor,Dinheiro,110.00,Falta Pagar
517,2007,6,10,2007-06,2007-06-10,2007-06-10,33,conta-33,Fornecedor,Dinheiro,121.00,Falta Pagar
518,2007,6,11,2007-06,2007-06-11,2007-06-11,33,conta-33,Fornecedor,Dinheiro,143.16,Falta Pagar
519,2007,6,11,2007-06,2007-06-11,2007-06-11,31,conta-31,Fornecedor,Dinheiro,21.81,Falta Pagar
520,2007,6,11,2007-06,2007-06-11,2007-06-11,29,conta-29,Fornecedor,Dinheiro,320.19,Falta Pagar
521,2007,6,11,2007-06,2007-06-11,2007-06-11,24,conta-24,Fornecedor,Dinheiro,99.84,Falta Pagar
525,2007,6,12,2007-06,2007-06-12,2007-06-12,49,conta-49,Fornecedor,Dinheiro,287.94,Falta Pagar
526,2007,6,12,2007-06,2007-06-12,2007-06-12,22,conta-22,Fornecedor,Dinheiro,133.45,Falta Pagar
527,2007,6,12,2007-06,2007-06-12,2007-06-12,23,conta-23,Fornecedor,Dinheiro,7.90,Falta Pagar
528,2007,6,12,2007-06,2007-06-12,2007-06-12,23,conta-23,Fornecedor,Dinheiro,7.91,Falta Pagar
529,2007,6,12,2007-06,2007-06-12,2007-06-12,22,conta-22,Fornecedor,Dinheiro,133.42,Falta Pagar
530,2007,6,14,2007-06,2007-06-14,2007-06-14,38,conta-38,Fornecedor,Dinheiro,178.53,Falta Pagar
531,2007,6,14,2007-06,2007-06-14,2007-06-14,6,conta-6,Despesa,Dinheiro,142.78,Falta Pagar
532,2007,6,14,2007-06,2007-06-14,2007-06-14,7,conta-7,Despesa,Dinheiro,70.94,Falta Pagar
1164,2007,11,14,2007-11,2007-11-14,2007-11-14,6,conta-6,Despesa,Dinheiro,169.22,Falta Pagar
1166,2007,11,15,2007-11,2007-11-15,2007-11-15,90,conta-90,Fornecedor,Dinheiro,209.89,Falta Pagar
1167,2007,11,16,2007-11,2007-11-16,2007-11-16,38,conta-38,Fornecedor,Dinheiro,161.33,Falta Pagar
1168,2007,11,16,2007-11,2007-11-16,2007-11-16,49,conta-49,Fornecedor,Dinheiro,260.30,Falta Pagar
1169,2007,11,16,2007-11,2007-11-16,2007-11-16,24,conta-24,Fornecedor,Dinheiro,79.79,Falta Pagar
1170,2007,11,16,2007-11,2007-11-16,2007-11-16,22,conta-22,Fornecedor,Dinheiro,263.20,Falta Pagar
1171,2007,11,17,2007-11,2007-11-17,2007-11-17,32,conta-32,Fornecedor,Dinheiro,110.00,Falta Pagar
1172,2007,11,17,2007-11,2007-11-17,2007-11-17,33,conta-33,Fornecedor,Dinheiro,113.00,Falta Pagar
1173,2007,11,18,2007-11,2007-11-18,2007-11-18,22,conta-22,Fornecedor,Dinheiro,263.20,Falta Pagar
1174,2007,11,19,2007-11,2007-11-19,2007-11-19,73,conta-73,Fornecedor,Dinheiro,83.77,Falta Pagar
1175,2007,11,19,2007-11,2007-11-19,2007-11-19,63,conta-63,Fornecedor,Dinheiro,130.62,Falta Pagar
1176,2007,11,19,2007-11,2007-11-19,2007-11-19,48,conta-48,Fornecedor,Dinheiro,50.00,Falta Pagar
1178,2007,11,20,2007-11,2007-11-20,2007-11-20,22,conta-22,Fornecedor,Dinheiro,263.20,Falta Pagar
1179,2007,11,22,2007-11,2007-11-22,2007-11-22,42,conta-42,Fornecedor,Dinheiro,135.00,Falta Pagar
1180,2007,11,22,2007-11,2007-11-22,2007-11-22,49,conta-49,Fornecedor,Dinheiro,424.04,Falta Pagar
1181,2007,11,22,2007-11,2007-11-22,2007-11-22,22,conta-22,Fornecedor,Dinheiro,322.40,Falta Pagar
1182,2007,11,22,2007-11,2007-11-22,2007-11-22,32,conta-32,Fornecedor,Dinheiro,100.90,Falta Pagar
1183,2007,11,22,2007-11,2007-11-22,2007-11-22,22,conta-22,Fornecedor,Dinheiro,263.19,Falta Pagar
1184,2007,11,23,2007-11,2007-11-23,2007-11-23,49,conta-49,Fornecedor,Dinheiro,260.30,Falta Pagar
1185,2007,11,23,2007-11,2007-11-23,2007-11-23,24,conta-24,Fornecedor,Dinheiro,77.44,Falta Pagar
1186,2007,11,23,2007-11,2007-11-23,2007-11-23,73,conta-73,Fornecedor,Dinheiro,76.07,Falta Pagar
1192,2007,12,14,2007-12,2007-12-14,2007-12-14,86,conta-86,Despesa,Debito Conta Corrente - PJ,36.00,Pago
1199,2007,11,24,2007-11,2007-11-24,2007-11-24,32,conta-32,Fornecedor,Dinheiro,114.00,Falta Pagar
1200,2007,11,24,2007-11,2007-11-24,2007-11-24,71,conta-71,Fornecedor,Dinheiro,141.80,Falta Pagar
1201,2007,11,24,2007-11,2007-11-24,2007-11-24,22,conta-22,Fornecedor,Dinheiro,263.19,Falta Pagar
1202,2007,11,25,2007-11,2007-11-25,2007-11-25,33,conta-33,Fornecedor,Dinheiro,114.00,Falta Pagar
